FileName,Labels
grieg_zwerge_format0.mid,zwerge;format0;grieg;piano;test;classical
grieg_berceuse.mid,grieg;piano;test;classical;berceuse
grieg_album_format0.mid,format0;grieg;piano;classical;test;album
grieg_kobold_format0.mid,format0;grieg;piano;kobold;test;classical
grieg_wanderer.mid,wanderer;grieg;piano;test;classical
grieg_berceuse_format0.mid,format0;grieg;piano;test;classical;berceuse
grieg_waechter.mid,grieg;piano;waechter;test;classical
grieg_spring.mid,grieg;piano;test;classical;spring
grieg_kobold.mid,grieg;piano;kobold;test;classical
grieg_spring_format0.mid,format0;grieg;piano;test;classical;spring
grieg_album.mid,grieg;piano;classical;test;album
grieg_once_upon_a_time.mid,upon;grieg;piano;a;time;once;test;classical
grieg_elfentanz_format0.mid,format0;grieg;piano;elfentanz;test;classical
grieg_brooklet.mid,grieg;brooklet;piano;test;classical
grieg_waechter_format0.mid,format0;grieg;piano;waechter;test;classical
grieg_voeglein.mid,grieg;piano;classical;test;voeglein
grieg_march_format0.mid,format0;march;grieg;piano;test;classical
Iribarren-Vexilla_Regis.mid,vexilla;umaes;iribarren;baroque;regis
Bach-244-Wir_Setzen_Uns.mid,244;setzen;uns;umaes;baroque;bach;wir
Bach-243-Suscepit_Israel.mid,243;israel;umaes;suscepit;baroque;bach
Bach-232-Confiteor.mid,232;umaes;baroque;bach;confiteor
Bach-198-An_Dir.mid,an;umaes;dir;198;baroque;bach
Bach-140-Gloria_Sei_Dir_Gesungen.mid,gesungen;sei;umaes;dir;gloria;140;baroque;bach
Bach-244-Blute_Nur.mid,244;umaes;blute;baroque;bach;nur
Iribarren-Stabat_Mater-a4.mid,mater;a4;umaes;iribarren;baroque;stabat
Bach-232-Qui_Tollis.mid,tollis;232;umaes;qui;baroque;bach
Bach-244-Herzliebster_Jesu.mid,jesu;244;umaes;baroque;bach;herzliebster
Bach-140-Zion_Hort.mid,zion;umaes;hort;140;baroque;bach
Bach-243-Deposuit.mid,deposuit;243;umaes;baroque;bach
Iribarren-O_Quot_Undis_Lacrimarum.mid,undis;lacrimarum;o;quot;umaes;iribarren;baroque
Iribarren-Domine_Quando_Veneris.mid,veneris;domine;umaes;iribarren;baroque;quando
Bach-243-Sicut_Locutus_Est.mid,sicut;est;243;locutus;umaes;baroque;bach
Bach-Aria_De_La_Suite_En_Re.mid,de;la;re;umaes;en;baroque;bach;aria;suite
Purcell-Alleluya.mid,umaes;baroque;purcell;alleluya
Bach-O_Jesu_Christ_Meins_Lebens_Licht.mid,jesu;lebens;o;umaes;christ;licht;baroque;bach;meins
Purcell-With_Drooping_Wings.mid,wings;drooping;umaes;with;baroque;purcell
Bach-096-Herr_Christ.mid,umaes;096;christ;herr;baroque;bach
Bach-245-Herr_Unser_Herrscher.mid,herrscher;245;umaes;unser;herr;baroque;bach
Bach-008-Liebster_Gott.mid,gott;liebster;umaes;008;baroque;bach
Purcell-If_Music_Be_The_Food_Of_Love.mid,if;be;food;love;umaes;the;of;baroque;purcell;music
Iribarren-Doleo_Super_Te.mid,te;doleo;super;umaes;iribarren;baroque
Bach-244-Wahrlich.mid,wahrlich;244;umaes;baroque;bach
Bach-098-Was_Gott_Tut.mid,was;gott;098;umaes;tut;baroque;bach
Bach-245-Dein_Will_Gescheh.mid,245;will;umaes;gescheh;baroque;bach;dein
Iribarren-Omnes_Gentes.mid,gentes;umaes;iribarren;omnes;baroque
Bach-Motete-5-Komm_Jesu_Komm.mid,jesu;motete;umaes;5;bach;baroque;komm
Bach-232-Gratias_Agimus.mid,gratias;232;umaes;baroque;bach;agimus
Bach-232-Kyrie2.mid,kyrie2;232;umaes;baroque;bach
Bach-El_Arte_De_La_Fuga-02.mid,arte;fuga;la;de;umaes;02;el;baroque;bach
Iribarren-Pange_Lingua.mid,pange;umaes;lingua;iribarren;baroque
Iribarren-Surrexit_Pastor.mid,surrexit;pastor;umaes;iribarren;baroque
Iribarren-Sancta_Et_Inmaculata.mid,inmaculata;sancta;et;umaes;iribarren;baroque
Bach-056-Komm_Tod_Du_Schlafes_Bruder.mid,schlafes;komm;du;umaes;056;bach;baroque;bruder;tod
Iribarren-Missus_Est_Angelus.mid,est;umaes;iribarren;missus;baroque;angelus
Iribarren-Petite_Et_Accipietis.mid,accipietis;et;petite;umaes;iribarren;baroque
Bach-147-Jesus_Bleibet_Meine_Freude.mid,freude;147;jesus;bleibet;umaes;meine;baroque;bach
Iribarren-Amantes_Serafines.mid,amantes;umaes;iribarren;baroque;serafines
Bach-Motete-6-Lobet_Den_Herrn_Alle_Heiden.mid,motete;umaes;den;6;alle;baroque;bach;lobet;heiden;herrn
Purcell-Remember_Not_Lord.mid,remember;umaes;lord;not;baroque;purcell
Iribarren-Te_Lucis.mid,te;lucis;umaes;iribarren;baroque
Bach-Sei_Lob_Und_Preis_Mit_Ehren.mid,lob;sei;preis;umaes;ehren;baroque;bach;und;mit
Iribarren-Stabat_Mater.mid,mater;umaes;iribarren;baroque;stabat
Bach-232-Et_Incarnatus.mid,incarnatus;et;232;umaes;baroque;bach
Iribarren-Vere_Languores.mid,languores;umaes;iribarren;vere;baroque
Iribarren-Vaya_De_Jacara.mid,de;umaes;jacara;iribarren;baroque;vaya
Bach-147-Wohl_Mir.mid,wohl;147;mir;umaes;baroque;bach
Iribarren-Te_Invocamus.mid,te;umaes;invocamus;iribarren;baroque
Bach-198-Der_Ewigkeit.mid,der;umaes;198;ewigkeit;baroque;bach
Iribarren-Spiritus_Domini.mid,umaes;iribarren;domini;baroque;spiritus
Bach-208-Schafe_Konnen.mid,konnen;schafe;umaes;208;baroque;bach
Iribarren-O_Sacrum_Convivium.mid,sacrum;convivium;o;umaes;iribarren;baroque
Bach-161-Der_Leib_Zwar.mid,161;der;zwar;umaes;leib;baroque;bach
Iribarren-Regina_Caeli-2.mid,regina;umaes;2;iribarren;caeli;baroque
Iribarren-Quien_Nos_Dira_De_Una_Flor.mid,flor;quien;de;umaes;iribarren;una;baroque;nos;dira
Bach-244-Mache_Dich.mid,dich;244;mache;umaes;baroque;bach
Bach-244-O_Mensch.mid,244;o;umaes;mensch;baroque;bach
Bach-Motete-3-Jesu_Meine_Freude.mid,freude;jesu;motete;umaes;3;meine;baroque;bach
Bach-232-Crucifixus.mid,232;umaes;baroque;bach;crucifixus
Bach-243-Et_Misericordia.mid,misericordia;243;et;umaes;baroque;bach
Iribarren-Regina_Caeli.mid,regina;umaes;iribarren;caeli;baroque
Bach-244-Ich_Will_Bei_Meinem_Jesu.mid,ich;meinem;jesu;244;bei;umaes;will;baroque;bach
Iribarren-Ave_Maria.mid,ave;umaes;iribarren;baroque;maria
Bach-118-O_Jesu_Christ_Meins_Lebens_Licht.mid,jesu;lebens;o;118;umaes;christ;licht;baroque;bach;meins
Bach-232-Dona_Nobis.mid,dona;nobis;232;umaes;baroque;bach
Bach-198-Lass_Furstin.mid,umaes;furstin;lass;198;baroque;bach
Bach-244-Wenn_Ich_Einmal_Soll_Scheiden.mid,ich;einmal;244;wenn;umaes;soll;baroque;bach;scheiden
Bach-245-Lasset_Uns.mid,245;lasset;uns;umaes;baroque;bach
Bach-El_Arte_De_La_Fuga-09.mid,arte;fuga;la;de;umaes;09;el;baroque;bach
Iribarren-Jacara_De_Fandanguillo.mid,de;umaes;jacara;iribarren;fandanguillo;baroque
Iribarren-Regina_Caeli-3.mid,regina;umaes;iribarren;3;caeli;baroque
Bach-244-Konnen_Tranen.mid,244;konnen;tranen;umaes;baroque;bach
Bach-232-Domine_Deus.mid,232;domine;umaes;baroque;bach;deus
Bach-244-Erbarme_Dich.mid,dich;244;umaes;erbarme;baroque;bach
Iribarren-O_Quam_Suavis.mid,o;quam;suavis;umaes;iribarren;baroque
Bach-198-Doch_Konigin.mid,konigin;umaes;doch;198;baroque;bach
Bach-245-Ach_Mein_Sinn.mid,245;sinn;umaes;bach;baroque;mein;ach
Bach-244-Aus_Liebe.mid,liebe;244;umaes;baroque;bach;aus
Mozart-Lacrymosa.mid,lacrymosa;classicism;mozart;classical;umaes
Paez-Tu_Es_Deus.mid,tu;classicism;classical;umaes;paez;deus;es
Mozart-Misa_Brevis_en_Re_Mayor-1-Kyrie.mid,mayor;1;kyrie;misa;brevis;classicism;re;classical;mozart;umaes;en
Mozart-Misa_Brevis_en_Re_Mayor-4-Sanctus.mid,mayor;4;misa;brevis;classicism;re;classical;mozart;umaes;en;sanctus
Mozart-Misa_Brevis_en_Re_Mayor-6-Agnus_Dei.mid,mayor;misa;brevis;classicism;re;classical;mozart;umaes;dei;en;6;agnus
Paez-Sciant_Gentes.mid,sciant;classicism;gentes;classical;umaes;paez
Paez-Diligam_Te_Domine.mid,te;classicism;classical;domine;umaes;diligam;paez
Paez-Veni_Domine.mid,classicism;classical;domine;umaes;paez;veni
Mozart-Misa_Brevis_en_Re_Mayor-3-Credo.mid,mayor;misa;brevis;classicism;re;classical;mozart;umaes;3;en;credo
Paez-Canite_Tuba.mid,canite;tuba;classicism;classical;umaes;paez
Mozart-Misa_Brevis_en_Re_Mayor-2-Gloria.mid,mayor;misa;brevis;classicism;re;classical;mozart;umaes;2;gloria;en
Paez-Tribulationes_Cordis.mid,tribulationes;classicism;classical;cordis;umaes;paez
Mozart-Misa_Brevis_en_Re_Mayor-5-Benedictus.mid,benedictus;mayor;misa;brevis;classicism;re;classical;mozart;umaes;5;en
Paez-Veni_Ad_Liberandum_Nos.mid,classicism;classical;umaes;paez;liberandum;ad;nos;veni
Anonimo-Puer_Natus_Est_Nobis.mid,puer;nobis;est;anonimo;medieval;umaes;natus
Anonimo-There_Is_No_Rose.mid,is;rose;anonimo;medieval;umaes;no;there
Machaut-Missa_Notre_Dame-1-Kyrie.mid,missa;1;notre;kyrie;machaut;medieval;umaes;dame
Anonimo-Veni_Creator_Spiritus.mid,spiritus;anonimo;medieval;creator;umaes;veni
Binchois-Veni_Creator_Spiritus.mid,spiritus;medieval;creator;umaes;binchois;veni
Anonimo-Mariam_Matrem.mid,mariam;anonimo;medieval;umaes;matrem
Vitry-Vos_Qui_Admiramini.mid,vitry;medieval;vos;umaes;admiramini;qui
Dufay-Nuper_Rosarum_Flores.mid,nuper;medieval;flores;umaes;rosarum;dufay
Anonimo-Laudemus_Virginem.mid,laudemus;anonimo;medieval;umaes;virginem
Gregoriano-Angelus_Domini.mid,medieval;umaes;domini;gregoriano;angelus
Anonimo-Iam_Nubes.mid,nubes;anonimo;iam;medieval;umaes
Dunstable-Quam_Pulchra_Es.mid,quam;medieval;dunstable;umaes;pulchra;es
Dunstable-Sancta_Maria.mid,sancta;medieval;umaes;dunstable;maria
Dunstable-Speciosa_Fact_Es.mid,fact;speciosa;medieval;umaes;es;dunstable
Anonimo-O_Virgo_Splendens.mid,virgo;o;anonimo;medieval;umaes;splendens
Gregoriano-Tantum_Ergo.mid,tantum;medieval;umaes;ergo;gregoriano
Anonimo-Alle_Psalite_Cum_Luya.mid,cum;psalite;luya;medieval;anonimo;umaes;alle
Gregoriano-Die_Irae.mid,medieval;umaes;die;irae;gregoriano
Anonimo-Stella_Splendens.mid,stella;anonimo;medieval;umaes;splendens
Gregoriano-Ave_Verum.mid,ave;medieval;umaes;verum;gregoriano
Dufay-Vasilissa_Ergo_Gaude.mid,vasilissa;medieval;umaes;gaude;ergo;dufay
Machaut-Christe_Qui_Lux_Es.mid,lux;machaut;medieval;umaes;christe;qui;es
SV06-Lauda_Jerusalem.mid,lauda;jerusalem;umaes;sv06;victoria
Veni_Creator_Spiritus.mid,spiritus;creator;umaes;veni;victoria
Laetatus_Sum-3-Credo.mid,umaes;3;credo;laetatus;sum;victoria
Quam_Pulchri_Sunt-3-Credo.mid,sunt;quam;umaes;3;pulchri;credo;victoria
O_Lux_Beata_Trinitas.mid,lux;trinitas;beata;o;umaes;victoria
Ascendens_Christus_In_Altum-5-Benedictus.mid,benedictus;ascendens;christus;umaes;5;altum;in;victoria
Vidi_Speciosam.mid,speciosam;umaes;vidi;victoria
LJ5-Lamed_Matribus_Suis_Dixerunt.mid,lj5;lamed;matribus;dixerunt;umaes;suis;victoria
Doctor_Bonus_Amicus_Dei.mid,bonus;doctor;dei;umaes;amicus;victoria
LJbis3-Jod_Manum_Suam.mid,ljbis3;suam;umaes;manum;jod;victoria
Magnificat_Quarti_Toni-impares.mid,magnificat;umaes;toni;impares;quarti;victoria
Domine_Ad_Adjuvardum.mid,adjuvardum;domine;umaes;ad;victoria
Dum_Complerentur-1-Kyrie.mid,1;kyrie;umaes;dum;complerentur;victoria
Simile_Est_Regnum_Caelorum-2-Gloria.mid,simile;est;umaes;2;regnum;gloria;caelorum;victoria
Quam_Pulchri_Sunt-2-Gloria.mid,sunt;quam;umaes;2;gloria;pulchri;victoria
TR18-Sepulto_Domino.mid,tr18;umaes;sepulto;domino;victoria
OD-03-Kyrie.mid,03;kyrie;umaes;od;victoria
O_Magnum_Mysterium-3-Credo.mid,o;magnum;mysterium;umaes;3;credo;victoria
TR06-Seniores_Populi.mid,populi;umaes;tr06;seniores;victoria
Salve-3-Credo.mid,salve;umaes;3;credo;victoria
SV01-Dixit_Dominus.mid,sv01;umaes;dominus;dixit;victoria
Ego_Sum_Panis_Vivus.mid,ego;umaes;panis;vivus;sum;victoria
O_Quam_Gloriosum-1-Kyrie.mid,gloriosum;kyrie;1;o;quam;umaes;victoria
O_Vos_Omnes_Qui_Transitis_Per_Viam.mid,o;vos;umaes;omnes;qui;transitis;per;viam;victoria
LJ2-Vau_Et_Egressus_Est.mid,est;et;umaes;lj2;vau;egressus;victoria
Ave_Regina_Caelorum-a_8.mid,regina;ave;a;umaes;8;caelorum;victoria
In_Manus_Tuas.mid,umaes;tuas;manus;in;victoria
SV02-Confitebor_Tibi.mid,confitebor;sv02;tibi;umaes;victoria
Descendit_Angelus.mid,umaes;descendit;angelus;victoria
Resplenduit_Facies_Ejus.mid,ejus;resplenduit;umaes;facies;victoria
O_Quam_Gloriosum-2-Gloria.mid,gloriosum;o;quam;umaes;2;gloria;victoria
Te_Lucis_Ante_Terminum.mid,terminum;te;lucis;ante;umaes;victoria
Alma_Redemptoris-5-Agnus_Dei.mid,redemptoris;dei;umaes;5;alma;agnus;victoria
Dum_Complerentur-4-Sanctus_y_Benedictus.mid,benedictus;y;4;umaes;dum;complerentur;sanctus;victoria
LJbis6-Aleph_Ego_Vir.mid,ego;ljbis6;aleph;umaes;vir;victoria
Dixit_Dominus_bis_bis.mid,umaes;dominus;bis;dixit;victoria
TR14-O_Vos_Omnes.mid,o;vos;umaes;omnes;tr14;victoria
LJ1-Incipit_Lamentatio.mid,incipit;lamentatio;umaes;lj1;victoria
OD-08-Communio.mid,08;umaes;od;communio;victoria
Requiem_a_4_voces-02-Kyrie.mid,voces;kyrie;4;a;umaes;requiem;02;victoria
Falsobordon-1.mid,umaes;falsobordon;1;victoria
O_Magnum_Mysterium-6-Agnus_Dei.mid,o;magnum;mysterium;dei;umaes;6;agnus;victoria
Te_Deum.mid,umaes;te;deum;victoria
Magnificat_Secundi_Toni-pares.mid,magnificat;umaes;toni;pares;secundi;victoria
De_Beata_Maria-2-Gloria.mid,beata;de;maria;umaes;2;gloria;victoria
Misa_Quarti_Toni-6-Agnus_Dei.mid,misa;dei;umaes;toni;6;agnus;quarti;victoria
Trahe_Me_Post_Te-3-Credo.mid,te;me;post;umaes;3;trahe;credo;victoria
Beati_Immaculati.mid,umaes;beati;immaculati;victoria
O_Quam_Gloriosum-3-Credo.mid,gloriosum;o;quam;umaes;3;credo;victoria
Conditor_Alme_Siderum.mid,conditor;siderum;alme;umaes;victoria
Ave_Maris_Stella-3-Credo.mid,stella;maris;ave;umaes;3;credo;victoria
Requiem_a_4_voces-07-Communio.mid,voces;07;4;a;umaes;requiem;communio;victoria
Lauda_Mater_Ecclesia.mid,lauda;mater;ecclesia;umaes;victoria
Simile_Est_Regnum_Caelorum-5-Benedictus.mid,benedictus;simile;est;umaes;5;regnum;caelorum;victoria
Gaudeamus-5-Benedictus.mid,benedictus;umaes;5;gaudeamus;victoria
De_Beata_Maria-6-Agnus_Dei.mid,beata;de;dei;umaes;maria;6;agnus;victoria
Tibi_Christe.mid,tibi;umaes;christe;victoria
OD-09-Versa_Est_In_Luctum.mid,est;luctum;umaes;09;od;versa;in;victoria
Magnificat_Secundi_Toni-impares.mid,magnificat;umaes;toni;secundi;impares;victoria
Laetatus_Sum.mid,umaes;laetatus;sum;victoria
Senex_Puerum_Portabat.mid,senex;umaes;portabat;puerum;victoria
Christe_Redemptor_Omnium-bis.mid,redemptor;omnium;umaes;christe;bis;victoria
Laetatus_Sum-4-Sanctus_y_Benedictus-4s.mid,benedictus;y;4;umaes;sanctus;4s;laetatus;sum;victoria
Pro_Victoria-4-Sanctus.mid,pro;4;umaes;sanctus;victoria
Quicumque_Christum_Quaeritis.mid,quicumque;christum;umaes;quaeritis;victoria
Letaniae_De_Beata_Virgine.mid,beata;de;umaes;letaniae;virgine;victoria
Lucis_Creator_Optime.mid,lucis;creator;umaes;optime;victoria
Ascendens_Christus_In_Altum-6-Agnus_Dei.mid,ascendens;christus;dei;umaes;in;altum;6;agnus;victoria
Iste_Sanctus.mid,umaes;iste;sanctus;victoria
Sanctorum_Meritis.mid,umaes;sanctorum;meritis;victoria
Requiem_a_4_voces-04-Offertorium.mid,voces;04;4;a;offertorium;umaes;requiem;victoria
OD-10-Libera_Me.mid,libera;10;me;umaes;od;victoria
TR13-Recessit_Pastor_Noster.mid,pastor;tr13;recessit;umaes;noster;victoria
Ave_Regina_Caelorum-a_5.mid,regina;ave;a;umaes;5;caelorum;victoria
Salve-1-Kyrie.mid,salve;kyrie;1;umaes;victoria
Vidi_Speciosam-4-Sanctus.mid,speciosam;4;vidi;umaes;sanctus;victoria
LJ6-Aleph_Ego_Vir.mid,ego;aleph;umaes;vir;lj6;victoria
Falsobordon-2.mid,umaes;2;falsobordon;victoria
Vadam_Et_Circuibo_Civitatem.mid,et;vadam;umaes;civitatem;circuibo;victoria
Cum_Beatus_Ignatius.mid,beatus;cum;umaes;ignatius;victoria
O_Sacrum_Convivium.mid,sacrum;convivium;o;umaes;victoria
Benedicam_Dominum.mid,umaes;benedicam;dominum;victoria
De_Beata_Maria-5-Benedictus.mid,benedictus;beata;de;maria;umaes;5;victoria
Quia_Viderunt_Oculi.mid,quia;oculi;umaes;viderunt;victoria
TR07-Tamquam_Ad_Latronem.mid,latronem;umaes;ad;tamquam;tr07;victoria
Dixit_Dominus_bis.mid,umaes;dominus;bis;dixit;victoria
Laetatus_Sum-5-Agnus_Dei.mid,dei;umaes;5;agnus;laetatus;sum;victoria
Pro_Victoria-5-Benedictus.mid,benedictus;pro;umaes;5;victoria
Nunc_Dimittis.mid,umaes;dimittis;nunc;victoria
Falsobordon-4.mid,umaes;falsobordon;4;victoria
Ascendens_Christus_In_Altum-1-Kyrie.mid,ascendens;kyrie;1;christus;umaes;altum;in;victoria
Salve_Regina-a_5-bis.mid,salve;regina;a;umaes;5;bis;victoria
Surge_Propera-3-Credo.mid,surge;propera;umaes;3;credo;victoria
Ave_Maris_Stella-1-Kyrie.mid,stella;maris;1;ave;kyrie;umaes;victoria
Sancta_Maria_Succurre_Miseris.mid,sancta;maria;umaes;miseris;succurre;victoria
Rex_Gloriose_Martyrum.mid,umaes;martyrum;rex;gloriose;victoria
Vidi_Aquam.mid,aquam;umaes;vidi;victoria
Magnificat_Sexti_Toni-pares.mid,magnificat;umaes;toni;sexti;pares;victoria
O_Magnum_Mysterium-5-Benedictus.mid,benedictus;o;magnum;mysterium;umaes;5;victoria
Ave_Maris_Stella-2-Gloria.mid,stella;maris;ave;umaes;2;gloria;victoria
SV05-Laudate_Dominum_Omnes_Gentes.mid,laudate;sv05;gentes;umaes;dominum;omnes;victoria
Magnificat_Octavi_Toni-impares.mid,magnificat;octavi;umaes;toni;impares;victoria
Quam_Pulchri_Sunt_Gressus_Tui.mid,gressus;sunt;quam;umaes;tui;pulchri;victoria
Falsobordon-5.mid,umaes;5;falsobordon;victoria
Hujus_Obtentu_Deus.mid,hujus;umaes;obtentu;deus;victoria
Ascendens_Christus_In_Altum-2-Gloria.mid,ascendens;christus;umaes;2;altum;gloria;in;victoria
Victimae_Paschale.mid,umaes;paschale;victimae;victoria
Ave_Maris_Stella.mid,stella;maris;ave;umaes;victoria
Gaude_Maria_Virgo.mid,virgo;victoria;umaes;gaude;maria
O_Ildenphonse.mid,umaes;o;ildenphonse;victoria
Petrus_Beatus.mid,umaes;beatus;petrus;victoria
Victoria_Apocrifo-Date_Ei_De_Fructu.mid,date;fructu;de;umaes;apocrifo;ei;victoria
Misa_Quarti_Toni-1-Kyrie.mid,kyrie;1;misa;umaes;toni;quarti;victoria
SV09-Nisi_Dominus.mid,sv09;umaes;dominus;nisi;victoria
Pro_Victoria-6-Agnus_Dei.mid,pro;dei;umaes;6;agnus;victoria
Ascendens_Christus_In_Altum-4-Sanctus.mid,ascendens;4;christus;umaes;altum;sanctus;in;victoria
O_Magnum_Mysterium-1-Kyrie.mid,kyrie;1;o;magnum;mysterium;umaes;victoria
Salve_Regina.mid,salve;umaes;regina;victoria
Vere_Languores_Nostros_Ipse_Tulit.mid,ipse;nostros;tulit;languores;umaes;vere;victoria
Laetatus_Sum-4s.mid,victoria;umaes;4s;sum;laetatus
Quodcumque_Vinclis.mid,umaes;vinclis;quodcumque;victoria
TR04-Eram_Quasi_Agnus.mid,tr04;umaes;eram;quasi;agnus;victoria
Ne_Timeas_Maria.mid,ne;victoria;umaes;timeas;maria
Misa_Quarti_Toni-2-Gloria.mid,misa;umaes;2;toni;gloria;quarti;victoria
Hic_Vir_Despiciens_Mundum.mid,hic;despiciens;umaes;mundum;vir;victoria
Dum_Complerentur-3-Credo.mid,umaes;dum;complerentur;3;credo;victoria
Magnificat_Quinti_Toni-pares.mid,magnificat;umaes;toni;pares;quinti;victoria
O_Quam_Gloriosum-6-Agnus_Dei.mid,gloriosum;o;quam;dei;umaes;6;agnus;victoria
Gaudeamus-3-Credo.mid,umaes;3;credo;gaudeamus;victoria
Veni_Sponsa_Christe.mid,sponsa;umaes;christe;veni;victoria
Magnificat_Quinti_Toni-impares.mid,magnificat;umaes;toni;quinti;impares;victoria
Quam_Pulchri_Sunt-1-Kyrie.mid,kyrie;1;sunt;quam;umaes;pulchri;victoria
Trahe_Me_Post_Te-1-Kyrie.mid,te;kyrie;1;post;me;umaes;trahe;victoria
Benedicta_Sit.mid,umaes;sit;benedicta;victoria
Domine_In_Virtute_Tua.mid,domine;umaes;tua;virtute;in;victoria
LJ8-Aleph_Quomodo_Obscuratum.mid,lj8;obscuratum;aleph;umaes;quomodo;victoria
O_Decus_Apostolicum.mid,victoria;o;apostolicum;umaes;decus
TR01-Amicus_Meus.mid,meus;umaes;amicus;tr01;victoria
Salve-5-Agnus_Dei.mid,salve;dei;umaes;5;agnus;victoria
Quem_Vidistis_Pastores.mid,quem;pastores;vidistis;umaes;victoria
Magnificat_Sexti_Toni.mid,magnificat;umaes;toni;sexti;victoria
OD-05-Offertorium.mid,05;offertorium;umaes;od;victoria
Laudate_Dominum_Omnes_Gentes.mid,laudate;gentes;umaes;dominum;omnes;victoria
Regina_Caeli_Laetare.mid,regina;umaes;caeli;laetare;victoria
OD-07-Agnus_Dei.mid,07;dei;umaes;od;agnus;victoria
Vidi_Speciosam-2-Gloria.mid,speciosam;vidi;umaes;2;gloria;victoria
Regina_Caeli_Laetare-a_5.mid,regina;a;umaes;5;caeli;laetare;victoria
Ad_Preces_Nostras_Deitatis_Aures.mid,deitatis;ad;umaes;nostras;preces;aures;victoria
Exultet_Coelum_Laudibus.mid,exultet;coelum;umaes;laudibus;victoria
Laetatus_Sum-1-Kyrie-4s.mid,kyrie;1;umaes;4s;laetatus;sum;victoria
Surge_Propera-2-Gloria.mid,surge;propera;umaes;2;gloria;victoria
LJ9-Incipit_Oratio_Jeremiae.mid,lj9;jeremiae;incipit;umaes;oratio;victoria
Dixit_Dominus.mid,dixit;umaes;dominus;victoria
Super_Flumina_Babylonis.mid,babylonis;super;umaes;flumina;victoria
Misa_Quarti_Toni-5-Benedictus.mid,benedictus;misa;umaes;5;toni;quarti;victoria
Tristes_Erant_Apostoli.mid,umaes;tristes;apostoli;erant;victoria
Surge_Propera-1-Kyrie.mid,surge;1;kyrie;propera;umaes;victoria
Salve_Regina-a_5.mid,salve;regina;a;umaes;5;victoria
Requiem_a_4_voces-08-Libera_Me.mid,voces;08;libera;4;a;me;umaes;requiem;victoria
Alma_Redemptoris-3-Credo.mid,redemptoris;umaes;3;alma;credo;victoria
LJbis9-Incipit_Oratio_Jeremiae.mid,jeremiae;incipit;ljbis9;umaes;oratio;victoria
SV08-Beatus_Vir.mid,beatus;umaes;sv08;vir;victoria
Vexilla_Regis_More_Hispano.mid,more;vexilla;hispano;umaes;regis;victoria
Salve-4-Sanctus_y_Benedictus.mid,salve;y;benedictus;4;umaes;sanctus;victoria
Christe_Redemptor_Omnium.mid,redemptor;omnium;umaes;christe;victoria
Requiem_a_4_voces-10-Credo_Quod_Redemptor.mid,voces;redemptor;4;a;10;umaes;requiem;quod;credo;victoria
Aurea_Luce.mid,umaes;aurea;luce;victoria
Gaudeamus-2-Gloria.mid,umaes;2;gloria;gaudeamus;victoria
Magnificat_Primi_Toni-pares.mid,primi;magnificat;umaes;toni;pares;victoria
Miserere.mid,umaes;miserere;victoria
Hostis_Herodes_Impie.mid,victoria;umaes;herodes;impie;hostis
Ave_Regina-6-Agnus_Dei.mid,regina;ave;dei;umaes;6;agnus;victoria
Requiem_a_4_voces-06-Agnus_Dei.mid,voces;4;06;a;dei;umaes;requiem;agnus;victoria
Laetatus_Sum-5-Agnus_Dei-4s.mid,dei;umaes;5;agnus;4s;laetatus;sum;victoria
LJbis7-Heth_Misericordiae_Domini.mid,misericordiae;ljbis7;heth;umaes;domini;victoria
Salvete_Flores_Martyrum.mid,salvete;flores;umaes;martyrum;victoria
OD-01-Taedet_Animam_Meam.mid,taedet;animam;umaes;01;od;meam;victoria
Estote_Fortes_In_Bello.mid,umaes;in;estote;fortes;bello;victoria
Urbs_Beata_Jerusalem.mid,beata;jerusalem;umaes;urbs;victoria
Quam_Pulchri_Sunt-5-Benedictus.mid,benedictus;sunt;quam;umaes;5;pulchri;victoria
Decus_Egregie.mid,umaes;egregie;decus;victoria
LJbis1-Incipit_Lamentatio.mid,ljbis1;incipit;lamentatio;umaes;victoria
Pro_Victoria-2-Gloria.mid,pro;umaes;2;gloria;victoria
Trahe_Me_Post_Te-5-Benedictus.mid,benedictus;te;post;me;umaes;5;trahe;victoria
Magnificat_Sexti_Toni-4s.mid,magnificat;umaes;toni;sexti;4s;victoria
De_Beata_Maria-1-Kyrie.mid,kyrie;beata;1;de;maria;umaes;victoria
Gaudeamus-4-Sanctus.mid,4;umaes;sanctus;gaudeamus;victoria
Ardens_Est_Cor_Meum.mid,ardens;cor;est;meum;umaes;victoria
Vexilla_Regis.mid,vexilla;umaes;regis;victoria
Laetatus_Sum-1-Kyrie.mid,kyrie;1;umaes;laetatus;sum;victoria
Nigra_Sum_Sed_Formosa.mid,formosa;nigra;umaes;sed;sum;victoria
O_Magnum_Mysterium.mid,o;magnum;mysterium;umaes;victoria
Tu_Es_Petrus.mid,petrus;tu;umaes;es;victoria
SV04-Laudate_Pueri_Dominum.mid,laudate;umaes;dominum;sv04;pueri;victoria
Ave_Regina-2-Gloria.mid,regina;ave;umaes;2;gloria;victoria
Requiem_a_4_voces-03-Graduale.mid,03;voces;4;graduale;a;umaes;requiem;victoria
Asperges_Me.mid,umaes;me;asperges;victoria
O_Magnum_Mysterium-4-Sanctus.mid,4;o;magnum;mysterium;umaes;sanctus;victoria
SV10-Credidi.mid,umaes;sv10;credidi;victoria
